PIVA_DISTRIBUTORE,COD_PDR,CAUSALE,NOME_FILE_INCOERENTE_EXC,NOME_FILE_LETTURA_CORRISPONDENTE,NOME_FILE_LETTURA_PRECEDENTE,STATO
03479071205,03081000427818,,,03479071205_02221101203_202303_TAL_20230308100015_1_M.xml,03479071205_02221101203_202303_TML_20230320082601_1_M.xml,ONLY_REPORT_1
03479071205,07710000014312,,,03479071205_02221101203_202305_TML_20230605085338_1_M.xml,03479071205_02221101203_202305_TAL_20230512100020_1_M.xml,ONLY_REPORT_1
03479071205,07710000014184,,,03479071205_01178580997_202109_TML_20210917080452_1_M.xml,03479071205_01178580997_202106_TML_20210625082431_1_M.xml,ONLY_REPORT_1
03479071205,07710000014565,,,03479071205_01178580997_202004_TML.0050_20200407083128_001.xml,03479071205_01178580997_202001_TML.0050_20200129083405_001.xml,ONLY_REPORT_1
03479071205,03081001477992,,,03479071205_02221101203_202302_TML_20230208144050_1_M.xml,03479071205_02221101203_202301_TAL_20230109180014_1_M.xml,ONLY_REPORT_1
03479071205,03081001477681,,,03479071205_02221101203_202304_TAL_20230426180021_1_M.xml,03479071205_02221101203_202303_TML_20230407174509_1_M.xml,ONLY_REPORT_1
03479071205,03081000952237,,,03479071205_02221101203_202306_TML_20230705163422_1_M.xml,03479071205_02221101203_202305_TAL_20230514100020_1_M.xml,ONLY_REPORT_1
03479071205,03081000953776,,,03479071205_02221101203_202303_TML_20230320084043_1_M.xml,03479071205_02221101203_202302_TAL_20230208100028_1_M.xml,ONLY_REPORT_1
03479071205,03081000427938,,,03479071205_02221101203_202309_TML_20231003101612_1_M.xml,03479071205_02221101203_202309_TAL_20230926100026_1_M.xml,ONLY_REPORT_1
03479071205,07710000014232,T1,03479071205_01178580997_AGG_INCOERENTI_EXC_202006_20240111092651_1.csv,,,ONLY_EXC
03479071205,03081000952449,,,03479071205_08526440154_202111_TML_20211109183952_1_M.xml,03479071205_08526440154_202106_TML_20210708163204_1_M.xml,ONLY_REPORT_1
03479071205,07710000013681,T1,03479071205_06655971007_AGG_INCOERENTI_EXC_202104_20240111092651_1.csv,,,ONLY_EXC
03479071205,03081000951839,,,03479071205_02221101203_202311_TAL_20231122100026_1_M.xml,03479071205_02221101203_202310_TML_20231103153552_1_M.xml,ONLY_REPORT_1
03479071205,07710000014093,,,03479071205_01178580997_202009_TML.0050_20201008124442_001.xml,03479071205_01178580997_202004_TML.0050_20200403083421_001.xml,ONLY_REPORT_1
03479071205,03081000427756,,,03479071205_01178580997_202011_TML.0050_20201209154301_001.xml,03479071205_01178580997_202010_TML.0050_20201012081351_001.xml,ONLY_REPORT_1
03479071205,03081000427563,,,03479071205_02221101203_202305_TAL_20230529180021_1_M.xml,03479071205_02221101203_202304_TML_20230505122148_1_M.xml,ONLY_REPORT_1
03479071205,03081000428008,,,03479071205_01178580997_202011_TML.0050_20201209154301_001.xml,03479071205_01178580997_202010_TML.0050_20201009081805_001.xml,ONLY_REPORT_1
03479071205,03081000952229,,,03479071205_02221101203_202303_TML_20230405082147_1_M.xml,03479071205_02221101203_202301_TML_20230116080654_1_M.xml,ONLY_REPORT_1
03479071205,03081000953817,,,03479071205_02221101203_202308_TML_20230905121841_1_M.xml,03479071205_02221101203_202308_TAL_20230817100026_1_M.xml,ONLY_REPORT_1
03479071205,03081000951907,T1,03479071205_01141160992_AGG_INCOERENTI_EXC_202204_20240111092651_1.csv,,,ONLY_EXC
03479071205,07710000014006,T1,03479071205_01178580997_AGG_INCOERENTI_EXC_202004_20240111092651_1.csv,,,ONLY_EXC
03479071205,03081000953388,,,03479071205_02221101203_202308_TML_20230905121841_1_M.xml,03479071205_02221101203_202308_TAL_20230804114337_1_M.xml,ONLY_REPORT_1
03479071205,03081000427776,,,03479071205_02221101203_202309_TAL_20230925100021_1_M.xml,03479071205_02221101203_202308_TML_20230907163845_1_M.xml,ONLY_REPORT_1
03479071205,07710000013890,,,03479071205_01178580997_202109_TML_20210917080452_1_M.xml,03479071205_01178580997_202009_TML.0050_20201008124442_001.xml,ONLY_REPORT_1
03479071205,03081000951846,,,03479071205_02221101203_202310_TAL_20231008100033_1_M.xml,03479071205_02221101203_202309_TML_20231009091631_1_M.xml,ONLY_REPORT_1
03479071205,07710000014293,,,03479071205_01178580997_202203_TML_20220408094711_1_M.xml,03479071205_01178580997_202109_TML_20211008122404_1_M.xml,ONLY_REPORT_1
03479071205,03081001477924,,,03479071205_13181080154_202007_TAL.0150_20200806180003_0001.xml,03479071205_13181080154_202006_TGL.0050_20200707164710_001.XML,ONLY_REPORT_1
03479071205,03081001476100,,,03479071205_02268380306_202209_TML_20220908145529_1_M.xml,03479071205_02268380306_202203_TML_20220329075650_1_M.xml,ONLY_REPORT_1
03479071205,07710000014024,,,03479071205_02221101203_202206_TAL_20220611100018_1_M.xml,03479071205_02221101203_202206_TMV_20220617100030_1_M.xml,ONLY_REPORT_1
03479071205,07710000014043,,,03479071205_02221101203_202210_TML_20221010115108_1_M.xml,03479071205_02221101203_202209_TAL_20220908100012_1_M.xml,ONLY_REPORT_1
03479071205,03081000427776,,,03479071205_02221101203_202310_TML_20231107181123_1_M.xml,03479071205_02221101203_202309_TAL_20230925100021_1_M.xml,ONLY_REPORT_1
03479071205,03081000429456,,,03479071205_02221101203_202004_TAL.0150_20200415100005_0001.xml,03479071205_07670380968_202002_TML.0050_20200218103521_001.xml,ONLY_REPORT_1
03479071205,03081001476767,,,03479071205_02221101203_202309_TAL_20230927100031_1_M.xml,03479071205_02221101203_202308_TML_20230905104158_1_M.xml,ONLY_REPORT_1
03479071205,07710000013949,,,03479071205_02221101203_202209_TML_20220908144001_1_M.xml,03479071205_02221101203_202203_TML_20220408094737_1_M.xml,ONLY_REPORT_1
03479071205,03081001476838,,,03479071205_02221101203_202302_TAL_20230204100021_1_M.xml,03479071205_02221101203_202302_TML_20230208144050_1_M.xml,ONLY_REPORT_1
03479071205,03081000952522,,,03479071205_06289781004_202304_TAL_20230427193710_1_M.xml,03479071205_06289781004_202303_TML_20230405103952_1_M.xml,ONLY_REPORT_1
03479071205,03081000953802,,,03479071205_12883420155_202105_TGL_20210603182919_1_M.xml,03479071205_12883420155_202011_TGL.0050_20201203165058_001.XML,ONLY_REPORT_1
03479071205,03081000427776,,,03479071205_02221101203_202304_TML_20230505122148_1_M.xml,03479071205_02221101203_202303_TAL_20230329100027_1_M.xml,ONLY_REPORT_1
03479071205,03081000428003,,,03479071205_02221101203_202309_TML_20231006164639_1_M.xml,03479071205_02221101203_202309_TAL_20230923100015_1_M.xml,ONLY_REPORT_1
03479071205,03081000951845,,,03479071205_02221101203_202303_TML_20230308143950_1_M.xml,03479071205_02221101203_202302_TAL_20230220100027_1_M.xml,ONLY_REPORT_1
03479071205,03081000951934,,,03479071205_02221101203_202309_TAL_20230925100021_1_M.xml,03479071205_02221101203_202308_TML_20230905121841_1_M.xml,ONLY_REPORT_1
03479071205,07710000013996,,,03479071205_02221101203_202309_TAL_20230928100035_1_M.xml,03479071205_02221101203_202307_TML_20230808160937_1_M.xml,ONLY_REPORT_1
03479071205,03081000429354,,,03479071205_02221101203_202301_TAL_20230105100017_1_M.xml,03479071205_02221101203_202301_TML_20230104083329_1_M.xml,ONLY_REPORT_1
03479071205,03081000429088,,,03479071205_02221101203_202312_TAL_20231229100026_1_M.xml,03479071205_02221101203_202311_TML_20231211144753_1_M.xml,ONLY_REPORT_1
03479071205,03081000429500,,,03479071205_02221101203_202305_TAL_20230524100029_1_M.xml,03479071205_02221101203_202304_TML_20230505122148_1_M.xml,ONLY_REPORT_1
03479071205,07710000014550,,,03479071205_02221101203_202302_TAL_20230301100023_1_M.xml,03479071205_02221101203_202302_TML_20230208142530_1_M.xml,ONLY_REPORT_1
03479071205,07710000014492,,,03479071205_01178580997_202203_TML_20220408094711_1_M.xml,03479071205_01178580997_202202_TAL_20220301185845_1_M.xml,ONLY_REPORT_1
03479071205,03081000953386,,,03479071205_02221101203_202303_TAL_20230331180017_1_M.xml,03479071205_02221101203_202303_TML_20230308143950_1_M.xml,ONLY_REPORT_1
03479071205,03081000953828,,,03479071205_02221101203_202304_TAL_20230405113625_1_M.xml,03479071205_02221101203_202303_TML_20230320084043_1_M.xml,ONLY_REPORT_1
03479071205,07710000013946,T1,03479071205_01178580997_AGG_INCOERENTI_EXC_202005_20240111092651_1.csv,,,ONLY_EXC
03479071205,07710000014305,,,03479071205_01178580997_202007_TML.0050_20200730152251_001.xml,03479071205_01178580997_202004_TML.0050_20200403083421_001.xml,ONLY_REPORT_1
03479071205,07710000013612,,,03479071205_02221101203_202305_TML_20230607155735_1_M.xml,03479071205_02221101203_202304_TAL_20230424180014_1_M.xml,ONLY_REPORT_1
03479071205,07710000014528,T1,03479071205_01178580997_AGG_INCOERENTI_EXC_202005_20240111092651_1.csv,,,ONLY_EXC
03479071205,07710000014044,T1,03479071205_01178580997_AGG_INCOERENTI_EXC_202006_20240111092651_1.csv,,,ONLY_EXC
03479071205,03081000427832,,,03479071205_02221101203_202302_TAL_20230226180010_1_M.xml,03479071205_02221101203_202302_TML_20230208160851_1_M.xml,ONLY_REPORT_1
03479071205,03081000952186,,,03479071205_02221101203_202302_TML_20230208134231_1_M.xml,03479071205_02221101203_202301_TAL_20230125180018_1_M.xml,ONLY_REPORT_1
03479071205,03081000952535,,,03479071205_02221101203_202303_TML_20230308143950_1_M.xml,03479071205_02221101203_202302_TAL_20230225180029_1_M.xml,ONLY_REPORT_1
03479071205,03081001478097,,,03479071205_02221101203_202301_TAL_20230109180014_1_M.xml,03479071205_02221101203_202301_TML_20230104082442_1_M.xml,ONLY_REPORT_1
03479071205,03081000427719,,,03479071205_02221101203_202305_TAL_20230531100030_1_M.xml,03479071205_02221101203_202304_TML_20230505122148_1_M.xml,ONLY_REPORT_1
03479071205,03081000952542,,,03479071205_02221101203_202306_TML_20230707135233_1_M.xml,03479071205_02221101203_202305_TAL_20230522100019_1_M.xml,ONLY_REPORT_1
03479071205,07710000014094,,,03479071205_06655971007_202201_TML_20220119080837_1_M.xml,03479071205_06655971007_202012_TML.0050_20201231085353_001.xml,ONLY_REPORT_1
03479071205,07710000014047,T1,03479071205_01178580997_AGG_INCOERENTI_EXC_202008_20240111092651_1.csv,,,ONLY_EXC
03479071205,07710000014169,T1,03479071205_01178580997_AGG_INCOERENTI_EXC_202009_20240111092651_1.csv,03479071205_01178580997_202009_TML.0050_20201008124442_001.xml,03479071205_01178580997_202003_TML.0050_20200408160703_001.xml,BOTH
03479071205,03081000427720,,,03479071205_02221101203_202307_TML_20230808160937_1_M.xml,03479071205_02221101203_202305_TAL_20230601100038_1_M.xml,ONLY_REPORT_1
03479071205,07710000014508,,,03479071205_02221101203_202303_TML_20230308131245_1_M.xml,03479071205_02221101203_202302_TAL_20230223180024_1_M.xml,ONLY_REPORT_1
03479071205,07710000013585,T1,03479071205_06655971007_AGG_INCOERENTI_EXC_202102_20240111092651_1.csv,,,ONLY_EXC
03479071205,07710000014158,,,03479071205_01178580997_202109_TML_20210924082218_1_M.xml,03479071205_01178580997_202009_TML.0050_20200924081921_001.xml,ONLY_REPORT_1
03479071205,03081000429501,,,03479071205_02221101203_202308_TML_20230908144823_1_M.xml,03479071205_02221101203_202302_TAL_20230215100027_1_M.xml,ONLY_REPORT_1
03479071205,03081000952156,,,03479071205_02221101203_202303_TML_20230320084043_1_M.xml,03479071205_02221101203_202302_TAL_20230208100028_1_M.xml,ONLY_REPORT_1
03479071205,03081000427849,,,03479071205_02221101203_202304_TAL_20230429100011_1_M.xml,03479071205_02221101203_202303_TML_20230405100914_1_M.xml,ONLY_REPORT_1
03479071205,07710000013598,,,03479071205_07451521004_202007_TML.0050_20200730152832_001.xml,03479071205_07451521004_202001_TML.0050_20200210105129_001.xml,ONLY_REPORT_1
03479071205,07710000014172,T1,03479071205_01178580997_AGG_INCOERENTI_EXC_202001_20240111092651_1.csv,,,ONLY_EXC
03479071205,07710000013838,,,03479071205_02221101203_202303_TML_20230308130118_1_M.xml,03479071205_02221101203_202302_TAL_20230216100013_1_M.xml,ONLY_REPORT_1
03479071205,07710000014080,,,03479071205_02221101203_202305_TML_20230605085338_1_M.xml,03479071205_02221101203_202305_TAL_20230526180030_1_M.xml,ONLY_REPORT_1
03479071205,03081000428218,,,03479071205_03429130234_202011_TML.0050_20201209162617_001.xml,03479071205_03429130234_202010_TML.0050_20201014080710_001.xml,ONLY_REPORT_1
03479071205,07710000013950,,,03479071205_02221101203_202211_TML_20221109111045_1_M.xml,03479071205_02221101203_202210_TAL_20221019100027_1_M.xml,ONLY_REPORT_1
03479071205,07710000014509,T1,03479071205_01178580997_AGG_INCOERENTI_EXC_202006_20240111092651_1.csv,,,ONLY_EXC
03479071205,03081000427840,,,03479071205_02221101203_202309_TAL_20230925180020_1_M.xml,03479071205_02221101203_202308_TML_20230905120640_1_M.xml,ONLY_REPORT_1
03479071205,03081000427720,,,03479071205_02221101203_202302_TAL_20230203180017_1_M.xml,03479071205_02221101203_202301_TML_20230109093058_1_M.xml,ONLY_REPORT_1
03479071205,07710000013910,T1,03479071205_01178580997_AGG_INCOERENTI_EXC_202004_20240111092651_1.csv,,,ONLY_EXC
03479071205,03081000427910,,,03479071205_02221101203_202301_TAL_20230110100018_1_M.xml,03479071205_02221101203_202301_TML_20230104083329_1_M.xml,ONLY_REPORT_1
03479071205,03081000952182,,,03479071205_02221101203_202309_TAL_20230917180027_1_M.xml,03479071205_02221101203_202308_TML_20230905121841_1_M.xml,ONLY_REPORT_1
03479071205,03081000427864,,,03479071205_02221101203_202304_TAL_20230426180021_1_M.xml,03479071205_02221101203_202303_TML_20230405100914_1_M.xml,ONLY_REPORT_1
03479071205,03081000952163,,,03479071205_02221101203_202302_TML_20230208134231_1_M.xml,03479071205_02221101203_202301_TAL_20230202100032_1_M.xml,ONLY_REPORT_1
03479071205,03081000951833,,,03479071205_02221101203_202306_TAL_20230624100017_1_M.xml,03479071205_02221101203_202306_TML_20230710113641_1_M.xml,ONLY_REPORT_1
03479071205,03081000953776,,,03479071205_02221101203_202311_TAL_20231127100028_1_M.xml,03479071205_02221101203_202310_TML_20231107173421_1_M.xml,ONLY_REPORT_1
03479071205,03081000952550,,,03479071205_02221101203_202308_TML_20230907163845_1_M.xml,03479071205_02221101203_202308_TAL_20230825180021_1_M.xml,ONLY_REPORT_1
03479071205,03081000427815,,,03479071205_06655971007_202107_TML_20210706173748_1_M.xml,03479071205_01219980529_202010_TML.0050_20201014080209_001.xml,ONLY_REPORT_1
03479071205,03081000428165,,,03479071205_02221101203_202205_TML_20220509120414_1_M.xml,03479071205_02221101203_202203_TAL_20220322180028_1_M.xml,ONLY_REPORT_1
03479071205,07710000014212,,,03479071205_02221101203_202308_TAL_20230810180014_1_M.xml,03479071205_02221101203_202308_RML_20230904172022_1_R.xml,ONLY_REPORT_1
03479071205,07710000013996,,,03479071205_02221101203_202303_TML_20230405084807_1_M.xml,03479071205_02221101203_202303_TAL_20230309180026_1_M.xml,ONLY_REPORT_1
03479071205,07710000013973,,,03479071205_02221101203_202311_TML_20231204142106_1_M.xml,03479071205_02221101203_202310_TML_20231109152520_1_M.xml,ONLY_REPORT_1
03479071205,07710000014188,,,03479071205_02221101203_202310_TML_20231103141802_1_M.xml,03479071205_02221101203_202310_TML_20231109152520_1_M.xml,ONLY_REPORT_1
03479071205,03081000427818,,,03479071205_02221101203_202305_TAL_20230515100025_1_M.xml,03479071205_02221101203_202304_TML_20230505122148_1_M.xml,ONLY_REPORT_1
03479071205,03081001476783,,,03479071205_01141160992_202306_TML_20230705162041_1_M.xml,03479071205_01141160992_202305_TML_20230607155609_1_M.xml,ONLY_REPORT_1
03479071205,03081000427576,,,03479071205_02221101203_202302_TAL_20230215100027_1_M.xml,03479071205_02221101203_202302_TML_20230208160851_1_M.xml,ONLY_REPORT_1
03479071205,07710000013989,,,03479071205_02221101203_202308_TML_20230905102931_1_M.xml,03479071205_02221101203_202308_TAL_20230826100023_1_M.xml,ONLY_REPORT_1
03479071205,07710000014499,T1,03479071205_01178580997_AGG_INCOERENTI_EXC_202002_20240111092651_1.csv,,,ONLY_EXC
03479071205,07710000014411,T1,03479071205_01178580997_AGG_INCOERENTI_EXC_202003_20240111092651_1.csv,,,ONLY_EXC
03479071205,07710000014421,T1,03479071205_01178580997_AGG_INCOERENTI_EXC_202006_20240111092651_1.csv,,,ONLY_EXC
03479071205,07710000014377,T1,03479071205_01178580997_AGG_INCOERENTI_EXC_202006_20240111092651_1.csv,,,ONLY_EXC
03479071205,07710000014287,,,03479071205_02221101203_202308_TAL_20230822180029_1_M.xml,03479071205_02221101203_202308_RML_20230904172022_1_R.xml,ONLY_REPORT_1
03479071205,03081000952251,,,03479071205_02221101203_202304_TAL_20230426100023_1_M.xml,03479071205_02221101203_202303_TML_20230405082147_1_M.xml,ONLY_REPORT_1
03479071205,07710000013930,,,03479071205_01178580997_202108_TMV_20210806100031_1_M.xml,03479071205_01178580997_202106_TML_20210625082431_1_M.xml,ONLY_REPORT_1
03479071205,07710000014395,,,03479071205_01178580997_202109_TML_20210917080452_1_M.xml,03479071205_01178580997_202106_TML_20210625082431_1_M.xml,ONLY_REPORT_1
03479071205,03081000427961,,,03479071205_02221101203_202302_TAL_20230301100023_1_M.xml,03479071205_02221101203_202301_TML_20230208120142_1_M.xml,ONLY_REPORT_1
03479071205,07710000014212,,,03479071205_02221101203_202304_TAL_20230413100031_1_M.xml,03479071205_02221101203_202303_TML_20230407174509_1_M.xml,ONLY_REPORT_1
03479071205,03081000427841,,,03479071205_02221101203_202309_TML_20231006164639_1_M.xml,03479071205_02221101203_202309_TAL_20230927100031_1_M.xml,ONLY_REPORT_1
03479071205,03081000427635,,,03479071205_02221101203_202304_TAL_20230426180021_1_M.xml,03479071205_02221101203_202303_TML_20230407181057_1_M.xml,ONLY_REPORT_1
03479071205,03081000427655,,,03479071205_02221101203_202302_TAL_20230219100020_1_M.xml,03479071205_02221101203_202302_TML_20230208160851_1_M.xml,ONLY_REPORT_1
03479071205,07710000013595,,,03479071205_01178580997_202010_TML.0050_20201009081805_001.xml,03479071205_01178580997_202005_TAL.0150_20200522180006_0001.xml,ONLY_REPORT_1
03479071205,07710000014119,,,03479071205_01178580997_202109_TML_20210914110022_1_M.xml,03479071205_01178580997_202106_TML_20210630083508_1_M.xml,ONLY_REPORT_1
03479071205,07710000014550,,,03479071205_02221101203_202303_TML_20230320081005_1_M.xml,03479071205_02221101203_202302_TAL_20230301100023_1_M.xml,ONLY_REPORT_1
03479071205,07710000013960,T1,03479071205_01178580997_AGG_INCOERENTI_EXC_202002_20240111092651_1.csv,,,ONLY_EXC
03479071205,07710000013894,T1,03479071205_01178580997_AGG_INCOERENTI_EXC_202004_20240111092651_1.csv,,,ONLY_EXC
03479071205,03081000427696,,,03479071205_02221101203_202310_TML_20231103152206_1_M.xml,03479071205_02221101203_202310_TAL_20231005100035_1_M.xml,ONLY_REPORT_1
03479071205,07710000014528,T1,03479071205_01178580997_AGG_INCOERENTI_EXC_202006_20240111092651_1.csv,,,ONLY_EXC
03479071205,03081000953629,,,03479071205_02221101203_202311_TAL_20231124180020_1_M.xml,03479071205_02221101203_202310_TML_20231107173421_1_M.xml,ONLY_REPORT_1
03479071205,03081000427799,,,03479071205_02221101203_202305_TML_20230605104354_1_M.xml,03479071205_02221101203_202305_TAL_20230526180030_1_M.xml,ONLY_REPORT_1
03479071205,07710000014296,,,03479071205_02221101203_202011_TAL.0150_20201117100004_0001.xml,03479071205_02221101203_202009_TML.0050_20201008124912_001.xml,ONLY_REPORT_1
03479071205,07710000014444,,,03479071205_01178580997_202204_TML_20220408113412_1_M.xml,03479071205_01178580997_202201_RML_20220204184908_1_R.xml,ONLY_REPORT_1
03479071205,07710000014109,,,03479071205_01178580997_202109_TML_20211008122404_1_M.xml,03479071205_01178580997_202106_TML_20210630083508_1_M.xml,ONLY_REPORT_1
03479071205,03081000429500,,,03479071205_02221101203_202304_TML_20230505122148_1_M.xml,03479071205_02221101203_202304_TAL_20230422100030_1_M.xml,ONLY_REPORT_1
03479071205,03081000953612,,,03479071205_02221101203_202306_TML_20230705184211_1_M.xml,03479071205_02221101203_202305_TML_20230607155735_1_M.xml,ONLY_REPORT_1
03479071205,03081000429458,,,03479071205_02221101203_202303_TML_20230308142900_1_M.xml,03479071205_02221101203_202302_TAL_20230210100024_1_M.xml,ONLY_REPORT_1
